13	0.3968
14	0.4113
13	0.4540
12	0.5306
16	0.5418
15	0.5884
14	0.6015
11	0.6671
10	0.7347
10	0.7614
8	0.7798
12	0.7080
9	0.6358
7	0.5808
10	0.6008
10	0.6539
9	0.6650
10	0.6078
9	0.5600
12	0.5429
9	0.5082
11	0.5020
8	0.4727
11	0.4598
9	0.4187
11	0.3874
10	0.3794
8	0.3284
10	0.2986
9	0.3043
8	0.3168
8	0.3100
7	0.3005
8	0.3216
7	0.3036
6	0.2867
6	0.2863
7	0.2827
8	0.3061
9	0.3401
7	0.3507
7	0.3908
7	0.4013
8	0.3892
8	0.3743
8	0.3741
9	0.6500
8	0.5853
8	0.4284
6	0.3490
8	0.4900
8	0.4541
8	0.5277
11	0.5507
11	0.5573
12	0.6119
8	0.6563
5	0.7085
9	0.7221
12	0.7804
15	0.8321
15	0.8170
16	0.7649
19	0.7322
20	0.6862
16	0.6438
17	0.5682
17	0.5182
21	0.5107
21	0.5200
20	0.5156
18	0.5322
19	0.5463
20	0.5345
22	0.5161
