29	0.5494
30	0.5851
29	0.5769
32	0.6060
31	0.5951
30	0.5956
33	0.6157
30	0.5858
32	0.5922
31	0.5696
32	0.5742
29	0.5438
31	0.5508
29	0.5670
29	0.5657
30	0.5575
32	0.5505
31	0.5555
32	0.5571
30	0.5296
28	0.5350
33	0.5213
35	0.5409
31	0.5236
31	0.5200
31	0.5094
35	0.5157
31	0.5210
32	0.4680
31	0.4643
31	0.4608
30	0.4332
31	0.4076
28	0.4000
30	0.3876
29	0.3822
29	0.3468
27	0.3058
29	0.2986
25	0.2678
23	0.2622
22	0.2296
25	0.2461
23	0.2401
23	0.2171
25	0.2280
25	0.2183
19	0.1835
20	0.1927
19	0.1638
18	0.1608
16	0.1674
16	0.1673
16	0.1643
18	0.2064
16	0.2274
16	0.2215
15	0.2310
15	0.2250
17	0.2306
16	0.2186
15	0.2104
16	0.2104
16	0.1963
16	0.1727
15	0.1867
14	0.1829
15	0.1823
14	0.1736
13	0.1680
15	0.1694
15	0.1740
18	0.1606
21	0.1648
21	0.1641
