16	0.1244
19	0.1128
21	0.0856
21	0.0845
19	0.0931
22	0.1136
16	0.1069
19	0.1116
18	0.1081
16	0.1082
12	0.1284
20	0.1655
15	0.1570
17	0.1669
14	0.1522
13	0.1411
9	0.1109
9	0.1067
8	0.1142
9	0.1097
11	0.1104
12	0.0992
11	0.1080
12	0.1114
10	0.1021
10	0.0988
10	0.0975
11	0.1041
13	0.1114
14	0.1147
12	0.1221
11	0.1166
9	0.1187
14	0.1275
12	0.1335
13	0.1499
13	0.1601
18	0.1886
18	0.2072
16	0.2118
24	0.2101
22	0.2044
22	0.2049
27	0.1900
22	0.1716
27	0.1473
22	0.1222
22	0.0905
24	0.0944
24	0.0938
17	0.0890
18	0.0966
17	0.1088
19	0.1220
20	0.1363
12	0.1274
13	0.1270
11	0.1297
11	0.1090
12	0.1238
14	0.1355
10	0.1295
10	0.1350
9	0.1374
9	0.1413
9	0.1514
11	0.1759
12	0.1805
10	0.1868
8	0.2019
9	0.1901
7	0.2081
8	0.2058
8	0.1922
14	0.1953
