15	0.5531
14	0.5585
16	0.5792
11	0.4356
15	0.4799
15	0.5607
19	0.6410
16	0.6298
17	0.6211
16	0.5312
19	0.6026
17	0.5432
15	0.4744
17	0.5363
16	0.5269
15	0.6123
16	0.6398
17	0.5926
17	0.6285
15	0.5675
14	0.6045
12	0.4662
12	0.4620
12	0.4255
9	0.4311
10	0.4362
11	0.4465
10	0.4252
13	0.6047
15	0.6859
12	0.5563
13	0.5672
12	0.4911
10	0.4646
11	0.4604
10	0.4633
14	0.5747
16	0.6228
16	0.5966
18	0.6198
17	0.6151
17	0.5871
17	0.6034
15	0.6042
17	0.5757
15	0.5553
19	0.5774
18	0.6102
17	0.6157
14	0.5817
16	0.6163
16	0.5938
17	0.6117
16	0.5808
15	0.5561
18	0.6371
16	0.6592
16	0.6166
16	0.6126
16	0.6274
16	0.6056
18	0.6306
17	0.6201
16	0.6172
14	0.5462
14	0.5528
13	0.6404
15	0.6020
12	0.4962
15	0.5503
12	0.4887
17	0.5738
16	0.5873
16	0.6023
18	0.6238
