9	0.1618
7	0.1708
9	0.1544
8	0.1636
6	0.1535
7	0.1752
7	0.1545
7	0.1608
9	0.1635
7	0.1854
7	0.1150
4	0.1210
5	0.1606
6	0.1474
10	0.1405
8	0.1432
7	0.1887
7	0.2550
7	0.1961
10	0.1060
8	0.0882
6	0.0897
8	0.0949
9	0.0915
7	0.0978
7	0.1060
7	0.1016
6	0.0994
6	0.1247
7	0.2110
10	0.2240
7	0.1717
6	0.0758
6	0.0649
5	0.0727
5	0.0644
5	0.0563
6	0.0705
6	0.0625
7	0.0824
6	0.0780
5	0.0650
5	0.0796
5	0.1111
6	0.1239
6	0.1236
5	0.1227
7	0.1663
6	0.1685
4	0.1606
3	0.0804
3	0.0527
2	0.0271
3	0.0262
5	0.0485
3	0.0348
3	0.0319
4	0.0309
4	0.0333
4	0.0331
3	0.0319
4	0.0318
5	0.0709
