7	0.4375
7	0.4482
6	0.4808
7	0.7431
9	0.7527
6	0.4953
7	0.4249
9	0.4792
9	0.4775
8	0.6759
7	0.4330
7	0.4000
6	0.2897
6	0.2623
9	0.3688
6	0.3516
9	0.6277
7	0.3402
6	0.4233
6	0.4447
7	0.4724
6	0.4898
6	0.4586
7	0.6694
6	0.3607
6	0.4273
5	0.4164
5	0.4231
5	0.3113
6	0.2721
5	0.2579
7	0.2778
8	0.3144
6	0.2424
4	0.2422
5	0.2887
7	0.2783
5	0.2620
4	0.2441
5	0.2601
5	0.2631
5	0.2656
5	0.3113
5	0.2635
4	0.2698
5	0.4662
3	0.2830
4	0.2803
6	0.4129
3	0.2983
5	0.4185
6	0.4827
5	0.3214
8	0.5117
9	0.4896
5	0.4223
7	0.4995
5	0.5243
5	0.4506
7	0.5544
7	0.4082
5	0.3966
7	0.5064
