5	0.3582
5	0.2868
4	0.2791
4	0.2755
4	0.2723
3	0.2727
3	0.3055
3	0.3592
4	0.3929
4	0.6138
4	0.6005
5	0.5569
7	0.4337
3	0.3958
5	0.3858
4	0.4487
5	0.3339
5	0.4805
5	0.5834
3	0.3924
4	0.3280
5	0.4209
5	0.4885
6	0.4863
6	0.5616
6	0.5324
7	0.4878
5	0.4848
6	0.5496
7	0.5181
7	0.5009
6	0.4655
7	0.4798
7	0.6081
6	0.6022
4	0.5562
8	0.8303
3	0.4465
4	0.5775
7	0.7196
7	0.6744
6	0.7778
7	0.6898
6	0.6689
6	0.7635
7	0.6546
7	0.8807
4	0.7440
6	0.7033
9	0.5979
5	0.5477
4	0.4608
4	0.4215
7	0.5062
5	0.6082
7	0.7573
2	0.6372
5	0.5853
9	0.5682
4	0.5566
3	0.5097
4	0.3448
3	0.2684
